user,time,tweet,latitude,longitude
kylieesparks,Thu Mar 05 03:41:52 +0000 2015,RT @reillybryant_: jefcoed gets hated on more than Obama lol,,
PenguinsChannel,Thu Mar 05 03:41:50 +0000 2015,#NHL Champion LA Kings Visit White House http://t.co/JDNUC8kaih,,
wuyuansheng35,Thu Mar 05 03:41:50 +0000 2015,Apples capitulation to China undermines Obamas tough talk on snooping http://t.co/tg8uYoEx89 #blogs #feedly,,
grandmajan47,Thu Mar 05 03:41:49 +0000 2015,"RT @Daggy1: Police say Obama bullet ban isn't needed, AR-15 round isn't a threat http://t.co/RX9Y1L0yu6 via @DCExaminer",,
takebackameric3,Thu Mar 05 03:41:49 +0000 2015,HERE IS PROOF! OBAMAS BIRTH CERTIFICATES BY AMERICAS FREEDOM FIGHTERS! | http://t.co/boBDMLfgFZ,,
bettyrook,Thu Mar 05 03:41:49 +0000 2015,RT @AzMike623: IRS Defends Allowing IllegalsTo Get Retroactive Tax Breaks Under Obama Executive Action http://t.co/MdfeR9BHDc http://t.co/c,,
CJudicePaiva,Thu Mar 05 03:41:47 +0000 2015,"Dreams can be so crazy!Big Brozer Caraca.BBC. Danger to Mr. Obama, Al-Qaeda, Islam, Christians...: http://t.co/MkxkV1o5p2 via @YouTube",,
GLeutz,Thu Mar 05 03:41:47 +0000 2015,The Betrayal Papers: Obamas Scandals and Assaults on Freedoms Explained http://t.co/UWZFwpqVmm via @po_st,,
babygirltey,Thu Mar 05 03:41:47 +0000 2015,RT @taycamsx: i do my fbi work because im a certified agent i work for obama &amp; find out who shorty is,,
KatelynMcKenzi1,Thu Mar 05 03:41:46 +0000 2015,RT @bobvulfov: [about to meet the president at an event]ME: *to myself* dont think about how sweaty u areOBAMA: hiM: *way too loud* HELL,,
IAmSoSmart,Thu Mar 05 03:41:46 +0000 2015,RT @TrucksHorsesDog: #EpicFail Obama Administration negotiating away our safety #StopIran #IStandWithIsrael #NetanyahuSpeech http://t.co/R,,
onecowherd,Thu Mar 05 03:41:46 +0000 2015,RT @PatDollard: REVOLUTION NOW: Obama Bans AR-15's By Banning Their Ammo - All Rifle Ammo But .22 To Be Banned http://t.co/ByHLasGtPW  #nra,,
naema100,Thu Mar 05 03:41:45 +0000 2015,@seanhannity Obama disses Netanyahu &amp; invites Muslim Brotherhood to WH. This is proof that (not my) president is ON THE WRONG SIDE!,,
jamguy2009,Thu Mar 05 03:41:45 +0000 2015,RT @mistere7777: Doug Shoen: A Republican Would Be Impeached For Doing What Obama's Been Doing (Video) http://t.co/Wq5lFTGu21 via @wordpres,,
avtppdave,Thu Mar 05 03:41:45 +0000 2015,RT @ZanP: MT @G_Humbertson: Why So Secret? Obama's FCC continues to hide new rules for internet. http://t.co/tK4vaCs18G #COSProject #PJNET,,
AuberHirsch,Thu Mar 05 03:41:44 +0000 2015,"RT @GolanMay: Saudi Arabia News Columnist Backs Bibi Slams Obama ""One of worst American Presidents"" http://t.co/Isla6yBYAg http://t.co/tdXe",,
debmorello,Thu Mar 05 03:41:44 +0000 2015,"RT @Joyce_Karam: #Iran: Republican senate leader sets Procedural vote in Congress next Tuesday, challenges Obama &amp; Democrats. http://t.co/F",,
jlrowe,Thu Mar 05 03:41:44 +0000 2015,MT @G_Humbertson: Why So Secret? Obama's FCC continues to hide new rules for internet. http://t.co/shDji3ick1 #COSProject #PJNET,,
regan_richard,Thu Mar 05 03:41:44 +0000 2015,@seanhannity When is Obama going to apologize to Ofc. Wilson for what he's gone through.,,
MaydnUSA,Thu Mar 05 03:41:43 +0000 2015,RT @LodiSilverado: Weve encountered an immovable obstacle to impeaching Obama. The GOP. @UltimateLiberty @dabagirl0608 @peddoc63 @MaydnUSA,,
Ridekaw12,Thu Mar 05 03:41:42 +0000 2015,"RT @BobG231: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/jlmOn8mxbH",,
NJMike319,Thu Mar 05 03:41:42 +0000 2015,"RT @NJ2AS: Police say Obama bullet ban isn't needed, AR-15 round isn't a threat http://t.co/H8EJpnWxuF #rkba #2a #GunRights #tcot #pjnet",,
noahstevenson,Thu Mar 05 03:41:41 +0000 2015,RT @desusnice: Yet again Obama falls silent re: black on white crime https://t.co/qh7L4j79ay,,
YoungElmer,Thu Mar 05 03:41:41 +0000 2015,"RT @WashTimes: Obama pushed through 100,000 Dreamers before Texas judge's amnesty halt: http://t.co/WdkpabKtnl #immigration http://t.co/8mY",,
ben_techpro,Thu Mar 05 03:41:41 +0000 2015,Netanyahu Responds to Obama Criticism   http://t.co/X0L5rnbP0f #WakeUpAmerica @netanyahu,,
js76,Thu Mar 05 03:41:40 +0000 2015,"RT @SalenaZitoTrib: ALL of the #150 Civil War moments in history, battles, addresses have been totally dismissed &amp; unattended by this admin",,
brgdrmgrl,Thu Mar 05 03:41:40 +0000 2015,RT @benexodus: I'm going to get Obama tattooed across my forehead,,
FreedomTwighter,Thu Mar 05 03:41:39 +0000 2015,"RT @ForAmerica: House passes DHS bill. In other news, America is getting used to #GOP caving to Obamahttp://t.co/Oa0rLZFV59",,
Jethro1701,Thu Mar 05 03:41:39 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
drew_reagan,Thu Mar 05 03:41:38 +0000 2015,RT @Mainewatching: WASHINGTON  The White House has approved the redesign of U.S. currency. Barack Obama will be on the new dollar bill htt,,
FoxNewsMom,Thu Mar 05 03:41:38 +0000 2015,RT @BettinaVLA: President Barack Hussein Obama's first Presidential phone call 'was to President Abbas' - http://t.co/siuGhGkxva,,
RedWhiteBluNeck,Thu Mar 05 03:41:38 +0000 2015,"RT @BobG231: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/jlmOn8mxbH",,
rickyspancake,Thu Mar 05 03:41:38 +0000 2015,@Alyssaxxx1 @uptownricky @RickyPDillon BARACK OBAMA,,
OBAMA_GAMES,Thu Mar 05 03:41:37 +0000 2015,"Cuba, North Korea, Iran are not part of the central banker scam. Obama is making friends with Cuba now Iran.  @cspanwj #tcot #news #p2",,
mickeymyman,Thu Mar 05 03:41:36 +0000 2015,@PatDollard @rupertmurdoch Obama will never put sufficient troops on the ground to win. Only enough to save face and to insure defeat.,,
ryanmcadams,Thu Mar 05 03:41:36 +0000 2015,RT @NRA: .@NRAILA Chief lobbyist Chris W Cox will be on @megynkelly tonight at 9pm on @FoxNews to discuss the Obama admins ammo ban #M855 #,,
unicxrnsss,Thu Mar 05 03:41:35 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
amronsomar,Thu Mar 05 03:41:35 +0000 2015,Major Jewish Group Slams 'Despicable' NYTimes Claim That Netanyahu Speech Asks Dems to Choose Between Obama &amp; Israel http://t.co/KfNT59LG99,,
therealdoggydan,Thu Mar 05 03:41:35 +0000 2015,"RT @NDAA2012: BREAKING: Trey Gowdy Announces Plan to Speed Up Deportation, DESTROY Obama's AMNESTY! - The Political Insider http://t.co/Gwt",,
h60usn,Thu Mar 05 03:41:34 +0000 2015,RT @ResistTyranny: There are 93 million people out of the workforce. 93 million.Let that sink in for a minute.#unemployment #jobs #Obama,,
boo42OH,Thu Mar 05 03:41:33 +0000 2015,"Obama is NOT doing enuf 2 defend America frm Islamic radicals. His arrogance ,incompetence, &amp; blame-America-1st philosophy is WRONG! #tcot",,
jackbmills,Thu Mar 05 03:41:33 +0000 2015,RT @Bipartisanism: The face you make when President Obama's approval rating skyrockets to 2 year high after the #NetanyahuSpeech: http://t.,,
cinders1313,Thu Mar 05 03:41:33 +0000 2015,RT @ZanP: MT @BethMSH_: Is this how Obama shows his love for America? http://t.co/nCqNvAoB3o #NoAmnesty #COSProject #PJNET #veterans #milit,,
LadyLibertyNJ,Thu Mar 05 03:41:33 +0000 2015,RT @NaughtyBeyotch: Obama says AR-15 ammo ban will save cops' lives #2A #BlueLivesMatter - Allen West Republic http://t.co/gsISXUMNeD http:,,
ShowtimeGA,Thu Mar 05 03:41:32 +0000 2015,RT @JimDeMint: 10 States Suing Over Obamas Immigration Actions Find Their Senators on Opposite Side. Report from @kelseyjharkness: http://,,
AlPenwasser,Thu Mar 05 03:41:32 +0000 2015,@ReviveOurUSA @hokijamoki Recovery is when Obama loses his.,,
Incorrigible2,Thu Mar 05 03:41:32 +0000 2015,VIDEO: #Obama Supporters Endorse #Communist #KarlMarx for President in 2016 Election: http://t.co/u4ybJHVP9l via @YouTube,,
simba66qcom,Thu Mar 05 03:41:32 +0000 2015,"RT @BobG231: Texas Gov Abbott says Obama MISLED Fed Judge, pushes for CONTEMPT http://t.co/1mrBCItQs9",,
danylpr,Thu Mar 05 03:41:31 +0000 2015,RT @JamesRosenFNC: My report showing 75 % of Iran's centrifuges were installed during watch of @barackobama @HillaryClinton @JohnKerry: htt,,
bassthumper1,Thu Mar 05 03:41:31 +0000 2015,RT @GOPBlackChick: Obama+holder are headed to Selma this week to rewrite civil rights history.,,
FFRNNU,Thu Mar 05 03:41:31 +0000 2015,#FFRNN #CLASSROOM #GUESTSPEAKER #Obama's Ex-Bodyguard: Scandals 'Worse Than You Know' #NSA #TYRANNY http://t.co/s44B09THnZ,,
HaroldWNelson,Thu Mar 05 03:41:30 +0000 2015,RT @msjbe20a: Heres the racist Obama joke the DOJ reportedly uncovered in its Ferguson investigation http://t.co/2bgR0pQjbS via @jdesmondh,,
CommencePartner,Thu Mar 05 03:41:29 +0000 2015,Apple's capitulation to China undermines Obama's tough talk on snooping http://t.co/6VOmXowLrq #commencepartners,,
IAmSoSmart,Thu Mar 05 03:41:29 +0000 2015,"RT @Babbsgirl2: ""#Democratic NY Assemblyman on Iran Deal: 'I Am Really Ashamed of #Obama' http://t.co/xbaTEYMc1r http://t.co/yJvnmzudwG""",,
NewsObama,Thu Mar 05 03:41:29 +0000 2015,O'Reilly to Andrea Tantaros: Obama Isn't 'Anti-Semitic' - Mediaite http://t.co/007byzrBry,,
MiketheBrush13,Thu Mar 05 03:41:29 +0000 2015,"@carrie_trask @michellemalkin The riot started because Obama, Holder, and Sharpton incuted it!",27.8009182,-82.6869109
butters1529,Thu Mar 05 03:41:28 +0000 2015,RT @chicagotribune: U. of C. and UIC to hold unity event ahead of presidential library announcement http://t.co/Mib6XQHl27,,
ashtxnsbandanas,Thu Mar 05 03:41:27 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
LanaMiersen,Thu Mar 05 03:41:27 +0000 2015,@haaretzcom Everyone heard. Obama's Democrat minions just don't like being reminded that they are lemmings following Obama off a cliff.,,
misskatt41,Thu Mar 05 03:41:27 +0000 2015,RT @AllenWestRepub: Obama says AR-15 ammo ban will save cops lives #2A #BlueLivesMatter http://t.co/rad1Vvg7S0 via @AllenWestRepub,,
JenLuvsIsrael,Thu Mar 05 03:41:27 +0000 2015,Dissent stopped being patriotic d second that #Obama entered the Oval Office. Suddenly it became unspeakable treason+ #racist sedition.#Tcot,,
MaxCUA,Thu Mar 05 03:41:27 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
Clamson_,Thu Mar 05 03:41:26 +0000 2015,"RT @thelizzzardking: Obama vetoes keystone pipeline, so you can thank him for your expensive gas from now on",,
Irish_Atheist,Thu Mar 05 03:41:26 +0000 2015,This self proclaimed proud white man is complaining about Obama being 'racist'....but calls himself a gypsy. http://t.co/2OiRTBVxiV,,
Mutuku1969J,Thu Mar 05 03:41:25 +0000 2015,"RT @WhiteHouse: ""Every girl is precious. Every girl deserves an education."" President Obama: http://t.co/cEWIR52NSE #LetGirlsLearn http://",,
peakwriter,Thu Mar 05 03:41:25 +0000 2015,"Texas Gov Abbott says Obama MISLED Fed Judge, pushes for CONTEMPT -  #Amnesty http://t.co/9We2gxchf4",,
liiivv_,Thu Mar 05 03:41:25 +0000 2015,RT @theloralee: @dangitobama: I can't believe Obama just sat back and let this happen. #ThanksObama http://t.co/CphEznZOcJ HAHAHAHAHHAHAH,,
jomaxx,Thu Mar 05 03:41:25 +0000 2015,"RT @WashTimes: Obama pushed through 100,000 Dreamers before Texas judge's amnesty halt: http://t.co/WdkpabKtnl #immigration http://t.co/8mY",,
LDSWARD,Thu Mar 05 03:41:24 +0000 2015,RT @LDSagency: #CWC15#BANvSCO#SCO318/8 in 50 overs#TSMonson#LDS#WorldCup#OBAMA#MUFC#STOCK#Soccer#F4F#Football#TFB#SNRTG#FF#,,
GrodenBiker,Thu Mar 05 03:41:24 +0000 2015,"RT @PatDollard: EXPOSED: Obama Flashes ""I AM A MUSLIM"" Hand Sign http://t.co/VwZRCCY5Gw   #tcot #pjnet #lnyhbt #tgdn #gop #tlot #p2 #usmc #",,
mayosdream,Thu Mar 05 03:41:24 +0000 2015,"RT @Songof2016: Four years ago, Andrew Breitbart @BreitbartNews described Obama to a T - Prophetic. And sad. http://t.co/ZAZXY9A1HL @FoxNew",,
Proud1American,Thu Mar 05 03:41:24 +0000 2015,"@KLSouth @marylene58 Believe it or not, this is Obama's Agenda! He was raised by COMMUNISTS! Mayer RUDY G. is RIGHT! http://t.co/HRsoyAiGzq",,
Velvet2906,Thu Mar 05 03:41:23 +0000 2015,"RT @NicoleSGeorge: #ISIS attacks US &amp; #Obama talks &amp; talks, when #ISIS attacked #Jordan,  #KingAbdullah didn't do much talking... #tcot htt",,
SNickman87,Thu Mar 05 03:41:23 +0000 2015,"RT @BobG231: Texas Gov Abbott says Obama MISLED Fed Judge, pushes for CONTEMPT http://t.co/1mrBCItQs9",,
renmicpa,Thu Mar 05 03:41:23 +0000 2015,"RT @SarahWoodwriter: Thank goodness we don't have a warhawk as a president. President Obama is a man who thinks long-term, not short-term w",,
dgwebb1,Thu Mar 05 03:41:22 +0000 2015,"RT @GolanMay: Saudi Arabia News Columnist Backs Bibi Slams Obama ""One of worst American Presidents"" http://t.co/Isla6yBYAg http://t.co/tdXe",,
NevadaNewsViews,Thu Mar 05 03:41:22 +0000 2015,President Obama and Prime Minister Netanyahuhttp://t.co/oV6qaqoTMb,,
AmericanTWayne,Thu Mar 05 03:41:22 +0000 2015,"RT @PoliticalLaughs: The #Obama administration is lying to Americans. We know it, they know it, the media knows it, everyone knows it. -&gt; h",,
KenWarnock,Thu Mar 05 03:41:21 +0000 2015,"RT @ColMorrisDavis: .@davidaxelrod: #Obama admin had ""a rigorous policy about using email."" Perhaps he meant ""ridiculous"" policy.  @Lawrenc",,
Jewtastic,Thu Mar 05 03:41:20 +0000 2015,@joe_schick It just seems crazy to me it's that. I guess he thinks challenging Obama's deal is a mistake. Oh well,,
benexodus,Thu Mar 05 03:41:20 +0000 2015,I'm going to get Obama tattooed across my forehead,,
Hillary_45,Thu Mar 05 03:41:19 +0000 2015,@YouWant2Change Our President will never let that happen. Obama cares ;-),,
neonyorkie,Thu Mar 05 03:41:19 +0000 2015,RT @Conservative_VW: BIG Question:What did the Obama Administration Know &amp; WHEN DID THEY KNOW IT?#HillaryEmail#WakeUpAmeirca http:,,
aboutfedup65,Thu Mar 05 03:41:18 +0000 2015,"@BretBaier If the major news stations  won't report the truth about Obama, why not use the internet, YouTube, Facebook, to spread the FACTS?",,
v0ld4m0rt,Thu Mar 05 03:41:18 +0000 2015,"RT @PatDollard: Police Say Obama Bullet Ban Isn't Needed, AR-15 Round Isn't A Threat http://t.co/Pd4mT9Q2vz  #2A #AR15 #nra #tcot #pjnet #u",,
blazerfan,Thu Mar 05 03:41:17 +0000 2015,"RT @PatDollard: EXPOSED: Obama Flashes ""I AM A MUSLIM"" Hand Sign http://t.co/VwZRCCY5Gw   #tcot #pjnet #lnyhbt #tgdn #gop #tlot #p2 #usmc #",,
elryza,Thu Mar 05 03:41:16 +0000 2015,RT @sheriffali: #Boehner #Netanyahu scheme backfired#GallupPoll#PresidentObama#ApprovalJumps5Points http://t.co/Z6GnHuSohv http://t.co/,,
Lvethelife,Thu Mar 05 03:41:16 +0000 2015,BE SURE AND WATCH HE VIDEO!!!!!... http://t.co/T2RWdNlGQb,,
thorn_kris,Thu Mar 05 03:41:15 +0000 2015,"Russia will defeat Obama as it did to Hitler and as China did to Japan Fascist. Today, US-Japan alliance are the new warmongers, Fascists.",,
lateblum,Thu Mar 05 03:41:14 +0000 2015,@JedediahBila you win unless you're Mitt Romney and you're in a debate with obama while Candy Crawley is the moderator.,,
graywolf6644,Thu Mar 05 03:41:13 +0000 2015,"Police say Obama bullet ban isn't needed, AR-15 round isn't a threat | http://t.co/xIvOUAa7Bx http://t.co/H4X3l0itjn",,
Carolla_fl,Thu Mar 05 03:41:13 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
Hnurse07,Thu Mar 05 03:41:12 +0000 2015,RT @ChristiChat: Americans Welcome You!#IStandWithBibi #IStandWithIsrael #TCOT http://t.co/0oqvsIA5n7 http://t.co/huEqSRSoFn,,
calvinator6,Thu Mar 05 03:41:12 +0000 2015,"RT @AndrewManagh: @AlysiaStern: WITNESSES TO MICHAEL BROWN SHOOTING FEARED CONTRADICTING HANDS UP, DONT SHOOT: got played for fools by ",,
Eat_shit_obama,Thu Mar 05 03:41:11 +0000 2015,"RT @Mike_Beacham: ""@TrucksHorsesDog Liberal Stupid Lack of Logic #NoSharia http://t.co/SWaWmmwkbO"" #MakeDCListen #SecureOurBorders #C",,
Burning4Buddy,Thu Mar 05 03:41:11 +0000 2015,"@365USA @mlong42947 The Sheeple will never wake up. They have been put to sleep by welfare, WIC, Obama Phones, Democratic hopelessness.",,
noahstevenson,Thu Mar 05 03:41:11 +0000 2015,RT @desusnice: Obama's sneaker game is trash http://t.co/FewildHvzl,,
lipstickpundit1,Thu Mar 05 03:41:11 +0000 2015,RT @politsoutherner: Ted Cruz: GOP leadership planned to cave on Obamas illegal amnesty all along  The Right Scoop - http://t.co/gUsNd07k,,
RebellionReport,Thu Mar 05 03:41:11 +0000 2015,No Shit! Obama &amp; @AfAmEducation: In NY a Prison Record Is a Barrier to College http://t.co/hP3oSaduS8 via @chronicle http://t.co/lbPx94s3Pk,,
emma_marianna,Thu Mar 05 03:41:11 +0000 2015,RT @onherperiod: and here we see the leader of our nation greeting Barack Obama http://t.co/AcRwo63IsW,,
CelesteHerget,Thu Mar 05 03:41:10 +0000 2015,RT @JohnFromCranber: #Obama's Modus Operandi: Lie to Cover Up Malfeasance; Lie About Having Lied; Cover Up the Lies W/More Lies; Get MSM To,,
SassyPantsjj,Thu Mar 05 03:41:08 +0000 2015,"@JudicialWatch: ""Obama administration may have misled and lied about Clinton emails http://t.co/Zipkann6I3 ""  They NEVER tell the truth",,
CzarofFreedom,Thu Mar 05 03:41:08 +0000 2015,"RT @NDAA2012: BREAKING: Trey Gowdy Announces Plan to Speed Up Deportation, DESTROY Obama's AMNESTY! - The Political Insider http://t.co/Gwt",,
akawhit1,Thu Mar 05 03:41:08 +0000 2015,"RT @Tea_Party_Chris: The Betrayal Papers, Part III/V:Obamas Scandals &amp; Assaults on Freedoms Explained http://t.co/t4nKJCc3nS via @wordpres",,
PatDollard,Thu Mar 05 03:41:08 +0000 2015,"EXPOSED - Obama: ""I Don't Believe People Should Be Able To Own Guns"" http://t.co/7F4Sy1nvcs   #tcot #pjnet #lnyhbt #tgdn #gop #2A #nra #tlot",,
sherinjohn001,Thu Mar 05 03:41:08 +0000 2015,RT @dna: Barack Obama re-nominates Indian-American Sunil Sabharwal to key administration post http://t.co/y7fTCK5e5j,,
mituvoice,Thu Mar 05 03:41:07 +0000 2015,This new Obama plan aims to get tens of millions of girls in school worldwide http://t.co/djkasCOmAT http://t.co/IISUJtOsyv,,
manjrn,Thu Mar 05 03:41:07 +0000 2015,RT @WestJournalism: BREAKING: Republican House Just Bowed To Obama With Massive Change For America  #Immigration http://t.co/lQ9iSSlEnA htt,,
MrGoalie35,Thu Mar 05 03:41:06 +0000 2015,RT @Recall369: Senate fails to override Obama's Keystone XL pipeline veto | MSNBC http://t.co/joD0hi01sx,,
JennyNWayne,Thu Mar 05 03:41:06 +0000 2015,Obama's Secret $8 Billion Bribe To the Muslim Brotherhood: http://t.co/vdaglbauFY via @YouTube,,
xEm_ly,Thu Mar 05 03:41:06 +0000 2015,RT @taycamsx: i do my fbi work because im a certified agent i work for obama &amp; find out who shorty is,,
chloe_langham,Thu Mar 05 03:41:06 +0000 2015,RT @dugan23pearson: So Obama passed the law to lower drinking age to 18 after June,,
jakersmom,Thu Mar 05 03:41:06 +0000 2015,RT @ZanP: MT @BethMSH_: Is this how Obama shows his love for America? http://t.co/nCqNvAoB3o #NoAmnesty #COSProject #PJNET #veterans #milit,,
mmacchia41,Thu Mar 05 03:41:04 +0000 2015,RT @kingsheri: So you agree to release (((( #Child rapist ))) from prisons Obama did and Now look #PJnet @PJnet #LawLessNess http://t.c,,
lbastura,Thu Mar 05 03:41:04 +0000 2015,"RT @Polkameister: Obama -weak relations with Israel, Germany, UK &amp; Canada.Harper -strong relations with Israel, Germany, UK &amp; Australia.#",,
